Serial Number,2010 Deposits,2011 Deposits,2012 Deposits,2013 Deposits,2014 Deposits,2015 Deposits,2016 Deposits
1793,47529,51296,57545,63533,73299,77181,83250
1794,62264,59942,67210,69369,70102,74158,76722
1795,59746,61058,72732,79171,92271,98770,126596
1796,136165,134675,137286,133853,137508,152669,188358
1797,178414,174451,176473,173675,178480,192335,199405
1798,90641,92384,97495,101360,114851,134248,150630
1799,50471,52324,56024,60575,66444,75078,80627
1800,102699,114443,129945,143149,156612,177175,172808
1801,159902,165423,175999,193766,202158,227515,305084
1802,95691,97273,105714,104805,106994,112701,123996
1803,119217,112152,125522,121933,121932,126885,135559
1804,197027,206238,231570,237494,247316,281802,315820
1805,125815,128545,144124,164688,176936,199420,210360
1806,86525,89577,101609,107681,118731,129958,144264
1807,94815,100520,107892,111742,123219,132499,150544
1808,118511,130072,140451,146993,159555,172809,198964
1809,94343,94891,100204,107922,109783,118035,128515
1810,70428,68199,77636,87076,96850,112089,127612
1811,92887,95113,95746,98689,104713,116583,129952
1812,127781,131207,144495,168281,180747,207537,225660
1813,86912,85208,90590,92766,94020,98667,106946
1814,76757,78860,88841,91197,108716,128995,136519
1815,107239,114269,124189,125484,134712,149675,174358
1816,141452,144890,164115,166946,176937,193293,221837
1817,67348,67732,67915,72081,84612,96564,110467
1818,199074,206110,218991,237467,246023,259589,365084
1819,64811,68958,76607,89102,103115,105069,110501
1820,72472,78438,87540,93599,105702,109498,125855
1821,92897,98760,103791,99125,107345,116512,154299
1822,29232,29766,32872,33021,36880,40605,48611
1823,151063,148020,148953,158265,166694,177484,352990
1824,61887,64889,67254,78979,91528,104212,121329
1825,74873,81164,96591,115125,136304,154696,164262
1826,48914,49363,56806,58258,65441,86761,103161
1827,42699,44906,55363,71322,71602,77005,81917
1828,54841,55522,63745,69099,71575,99532,105333
1829,71508,71744,79280,82677,82962,88932,95359
1830,33813,36144,44241,54941,60871,64993,75722
1831,51877,55398,61150,67721,71929,85130,94618
1832,62450,72149,90293,97776,108199,119786,131497
1833,23619,23557,27786,31881,33764,40928,44513
1834,52897,53945,59310,66799,72976,79542,89491
1835,68514,68620,77437,80833,83125,90643,102245
1836,37497,39599,41853,42363,47895,57617,66023
1837,51487,55965,59536,64167,71022,66947,80188
1838,104015,102194,106267,109295,117027,124451,127319
1839,85129,87054,92908,95852,106877,119655,134248
1840,124366,126339,129783,131178,135450,150171,167505
1841,24755,27532,33578,34385,37496,44156,49551
1842,54729,61590,77098,84595,94559,106160,134522
1843,37051,45430,56341,61483,72881,81690,97203
1844,50579,54946,60317,67804,67817,76490,92094
1845,22923,26679,33989,45139,47043,52273,60812
1846,63439,68712,105830,128496,111470,108353,111970
1847,54746,51494,54849,57760,63757,69789,74488
1848,92313,88873,88713,93599,101998,103639,111909
1849,89280,98361,129930,157297,187726,202588,219690
1850,71414,70399,71690,72147,76119,79779,84104
1851,79750,81038,83487,94394,101474,103035,113560
1852,64657,68462,69389,74189,78263,88175,93065
1853,97552,99894,108061,112177,123744,122157,125341
1854,28657,29540,33440,35965,39265,45577,44220
1855,28093,29583,30243,29085,28744,31609,33676
1856,58321,59562,67834,70052,81977,95676,100408
1857,34235,34696,37371,38615,41257,48390,51471
1858,63553,62646,67016,68384,72630,77209,87959
1859,105937,108873,114230,126047,132866,138353,142223
1860,85684,87758,91488,95898,103993,107896,118148
1861,51902,52902,60735,66882,73296,79191,90768
1862,38732,42444,52337,43023,45876,47724,50119
1863,12101,12037,12003,13346,13846,15137,18163
1864,27242,24337,26310,25932,26282,26050,29162
1865,43939,45218,46580,51514,54694,61559,65951
1866,54713,57304,72692,71900,83088,94737,93159
1867,62780,66932,77985,84549,79938,94435,103725
1868,36418,35942,36974,38763,43471,46414,51035
1869,39235,40737,43735,47988,48754,48878,54823
1870,39326,40804,49391,54255,63510,92161,89650
1871,85680,97972,116755,127845,143359,166313,175630
1872,31657,33388,36887,39702,43653,45512,49539
1873,21771,21945,28435,29992,32583,37522,44917
1874,42335,46336,51577,56729,62909,75002,81846
1875,24613,27115,30968,34942,37734,44185,50318
1876,29562,31386,37149,40211,42257,47824,56712
1877,47898,56625,63562,83156,95224,103804,113256
1878,57662,65691,71013,89768,105231,123184,135293
1879,37390,45654,54983,64749,79004,91352,109061
1880,74094,83210,91504,93805,128636,135089,149689
1881,89447,102337,124302,140566,157800,181424,211756
1882,56296,58083,61433,63281,64079,67207,71942
1883,49069,51287,59837,58029,64634,74155,83023
1884,77096,83063,94517,105373,111643,128110,148586
1885,46559,45193,46097,47988,54233,57418,65208
1886,195770,190571,188539,203894,213179,218663,236990
1887,168325,166328,178360,202206,225287,246898,282050
1888,138470,138693,142428,142795,142998,145321,217044
1889,80437,85419,97779,99300,97617,102429,116923
1890,90135,83165,86344,87117,85517,85694,85607
1891,139273,132337,124736,120264,155803,157482,170191
1892,201285,188858,181469,184374,190112,192304,209622
1893,133178,130207,131174,135692,125677,130902,138980
1894,115827,107815,105013,107495,105147,103131,109082
1895,81139,80286,83366,89712,98321,106781,115215
1896,104145,107036,111740,123807,131710,137438,151407
1897,182630,175126,194780,216559,250726,291515,340561
1898,83207,78699,78779,77555,82150,90589,96379
1899,104431,99369,100168,101158,97180,99773,100598
1900,71555,74717,86403,88198,97808,113396,120796
1901,98613,98151,103684,112318,122717,134721,149010
1902,158999,160105,166255,184679,191458,203432,217965
1903,107931,105566,265147,280766,282461,306828,328494
1904,52264,63463,66876,77345,87884,101962,112207
1905,71479,74344,82101,86508,92703,93494,99651
1906,120808,127357,145155,159245,170838,192000,222098
1907,76140,74510,83904,91454,103340,116549,136619
1908,115586,117277,117681,127653,130135,133594,144978
1909,95518,90608,94249,96817,99054,97318,100609
1910,58121,58450,57977,60994,64913,70262,73233
1911,86775,81610,84794,87949,92487,96567,107203
1912,49523,44645,45315,49094,52162,53518,54520
1913,47130,46562,51164,58109,69245,75817,86187
1914,60645,62922,73468,79549,107409,146355,154517
1915,32949,50732,54125,55145,65823,64510,71504
1916,61028,102216,105821,110913,114904,124504,137488
1917,62211,57038,63175,66019,69429,73668,81416
1918,56605,55416,54984,184077,191289,198905,212514
1919,116410,107756,109445,115854,121144,124600,150074
1920,72992,73492,81138,88810,90500,96031,105819
1921,42916,42359,43508,51811,66244,74478,78858
1922,70877,109778,105761,116157,124132,132890,135739
1923,89958,91984,88780,94738,93102,98858,112745
1924,55769,53679,60149,64394,72337,79927,87007
1925,61507,61080,55564,58511,66407,68003,72680
1926,189877,186352,192544,206548,214454,216925,238942
1927,72176,68208,66234,66067,65224,66810,67563
1928,138570,138941,147524,152279,153927,170498,182742
1929,95119,89365,89597,93970,96164,104420,108298
1930,75933,72045,79768,82847,87159,92198,97963
1931,134709,134701,140892,152443,160653,171635,191905
1932,152318,148672,153678,165485,179970,189681,194854
1933,183692,195313,199066,224193,225193,235583,266775
1934,63044,59858,60868,63033,64865,71833,74475
1935,111511,122137,137706,173488,209082,231299,275429
1936,361780,352659,378634,403761,427116,433473,460964
1937,60794,61865,78820,111909,108844,111568,131018
1938,48225,44979,42078,45351,43539,44473,176198
1939,278217,277993,265686,276121,272939,278431,297047
1940,76223,78067,81548,91057,91267,94268,103457
1941,77867,83547,90477,100261,119738,129656,146227
1942,76557,70786,73655,84982,92429,101184,167383
1943,40771,36831,35628,37145,38487,40480,42827
1944,24628,25814,29024,30224,33535,41820,47428
1945,60945,56230,64030,69223,70834,76891,81283
1946,51489,79410,77021,78788,81127,84605,89030
1947,38560,36247,36147,37199,48636,46239,41678
1948,28472,31757,36995,34812,38929,43636,47405
1949,22591,22162,23525,25528,27420,28334,29788
1950,51611,51197,55979,61443,66004,72593,84886
1951,90852,90768,98321,101312,107781,143499,155070
1952,73649,98730,76009,83167,85175,97994,103421
1953,41310,41471,40949,44208,46319,48310,53356
1954,54004,55982,57554,63067,71320,81685,94190
1955,48011,47322,51135,51550,54978,57476,63194
1956,99789,94405,89926,93709,92085,91580,98301
1957,99734,101764,106967,112255,120893,117609,129143
1958,85100,78042,77207,83384,83213,86851,139193
1959,60564,57435,55010,57454,60542,61828,65846
1960,44675,47617,50859,53270,53082,54960,62708
1961,41147,41873,43346,48622,48457,54833,63207
1962,92275,93613,94488,97360,105336,121436,124939
1963,44413,45081,44581,49243,50215,88402,93751
1964,36424,35544,33779,37630,39245,39762,46400
1965,35283,37104,37740,43874,43710,51284,49415
1966,11154,15475,20733,23888,26591,30489,37644
1967,90597,95236,94623,95752,103250,125006,136296
1968,32290,33124,37140,40967,42704,41746,46166
1969,31684,33377,39170,41375,44325,49981,56158
1970,13744,19152,34019,37203,41714,50677,56420
1971,24501,32828,32736,31729,34838,40382,48331
1972,34700,39302,43831,51141,59757,68665,78973
1973,36647,43155,42240,43692,42754,44038,49008
1974,43242,49278,58567,66094,66626,77168,83160
1975,61834,65214,76798,83831,96333,105636,113543
1976,49398,51282,63781,81274,93802,117379,133878
1977,33294,37718,42006,48385,52349,58658,63645
1978,10155,11542,17322,15014,29806,27865,29170
1979,17445,21184,28757,38358,44279,50607,53714
1980,26462,64742,64399,65069,155336,177252,189246
1981,20306,26005,41796,56301,89927,83521,109985
1982,12370,12138,22281,24575,32808,39647,56430
1983,9743,12179,18346,21543,19610,23851,29958
1984,8452,10194,12773,14450,32962,38059,57337
1985,23906,23333,24792,27403,29002,33871,39407
1986,26395,31412,29110,30687,33861,40511,46338
1987,21080,23625,24521,28812,30151,36587,41628
1988,23122,29592,37031,39126,39758,44443,52951
1989,23023,23768,31203,34491,69224,76412,86229
1990,44795,50285,54320,54693,56836,63944,76398
1991,40051,43835,51567,50074,59868,60578,72609
1992,59830,60567,76281,76478,95693,104657,110634
1993,47626,47276,53214,59160,66079,75308,87537
1994,26734,26996,31726,34037,36959,40073,48563
1995,19858,21012,24731,24427,25359,25840,30677
1996,27413,30403,33930,35574,37559,40546,47484
1997,32764,35833,43243,47095,50702,56801,65322
1998,39617,46987,57931,63310,69012,87457,86759
1999,83517,114491,155236,184646,184324,194001,200834
2000,23093,23407,27349,30920,37453,43527,48114
2001,33042,34507,39912,65500,74012,76850,86832
2002,23744,29823,35064,39366,49711,48399,51545
2003,39001,41307,52559,54099,52343,56956,58956
2004,11621,12944,14915,18647,18720,20019,25589
2005,48838,64795,73078,83623,92922,107144,123555
2006,17423,19978,21402,22650,24730,28797,34501
2007,66681,69769,80258,93814,101891,116804,132493
2008,20833,25058,29737,40309,44220,49252,54865
2009,18038,20865,22406,26422,31813,42070,36397
2010,21662,22346,28530,31327,34679,36399,44831
2011,10396,11580,12490,15179,17300,19915,22564
2012,23727,30455,41380,44895,56134,63166,73209
2013,14488,14211,16540,20561,26674,28279,31221
2014,12355,13026,14322,18491,21754,23942,28839
2015,20645,25326,32743,34413,36680,41581,46586
2016,8023,8887,10021,19780,20365,22469,24684
2017,14280,15532,22147,25141,27630,30212,34608
2018,8414,9225,10104,11977,13558,15185,17300
2019,14062,16206,18377,19993,24478,24609,26287
2020,10388,13588,16034,16519,25185,20746,24292
2021,16805,22923,21572,24576,27818,30781,31684
2022,11945,10741,15466,19080,24580,25987,33080
2023,7400,11539,15779,19371,20239,24036,25567
2024,9760,11749,16017,19752,23757,25614,30707
2025,9138,9813,11606,12709,14031,16685,17411
2026,11992,16122,20293,21294,22142,24474,27300
2027,19271,22446,25880,32158,35332,41311,44557
2028,14820,20432,26928,32473,49474,47392,60125
2029,58418,59157,64529,67429,74578,83310,89848
2030,37291,39983,44336,54748,64621,65611,74273
2031,34144,36515,42537,44340,52491,55599,58601
2032,35441,44447,47915,73681,78463,62780,68659
2033,39081,53182,58276,70933,90750,94875,110503
2034,29278,50840,57636,42883,62151,67774,69753
2035,35368,35391,35710,39449,40827,43769,48402
2036,33268,37068,47050,49473,55114,71130,80597
2037,56993,59965,72812,94839,120821,109751,143983
2038,43655,49598,70599,83108,88155,109640,109221
2039,36394,44661,48757,59851,69785,78537,82766
2040,37805,28620,33029,42323,41090,45729,54367
2041,22392,23137,26855,27376,31420,36490,40409
2042,27128,39360,53249,63764,77725,83043,102399
2043,27011,32196,84573,91360,88103,86791,98041
2044,56046,66681,83452,103051,133642,177178,233154
2045,30237,30690,38961,49634,59862,75445,70793
2046,47022,54281,75744,80052,97734,107361,115325
2047,33733,43287,50991,62047,83763,85561,116804
2048,19684,20758,22985,28205,30371,33947,40038
2049,27915,29607,32600,35492,42360,91283,99296
2050,33683,60162,68048,73444,77484,88957,113403
2051,24988,25773,33017,40050,42713,60587,66642
2052,20382,22744,27138,29979,32297,36729,45206
2053,31078,35368,40176,43580,51376,58098,69061
2054,29100,31816,36952,42041,47655,50557,56781
2055,62810,64375,76303,92604,101280,107875,137003
2056,21821,24604,30095,33158,38652,40701,47146
2057,23658,22742,28184,36926,43269,45934,51284
2058,34511,36548,42032,47561,52312,59226,69847
2059,14653,16554,19599,22816,25384,29410,32600
2060,31362,43147,57269,68279,87942,106697,139455
2061,30866,35723,51224,62083,84174,78793,92591
2062,17293,19515,23314,28680,32407,38368,45123
2063,24674,26677,32693,45428,45041,52032,60819
2064,36954,36531,45556,55076,55019,54391,63468
2065,21201,23720,34022,36141,42257,44337,72087
2066,41058,43209,49109,50831,57338,63983,75537
2067,73132,73104,90470,89553,98305,113574,129122
2068,37009,49320,71600,91812,110903,115085,119218
2069,47731,56706,71125,78510,86757,99303,106881
2070,7353,9506,11784,14721,17628,19531,24122
2071,56854,59647,65457,66851,71721,78480,96689
2072,11031,13266,15776,16844,18553,21373,26737
2073,25048,25028,25637,28275,52768,52116,56036
2074,40907,45534,53678,54478,62805,68395,74312
2075,25805,25104,29742,30167,34001,33642,37686
2076,70087,75285,93087,98830,132032,136043,157985
2077,23408,28845,33415,38552,45949,50677,62332
2078,23119,24093,29991,36790,41171,49528,65067
2079,25479,25715,30213,32537,35084,39490,44399
2080,62684,66347,73401,76660,81003,91138,104699
2081,33754,41973,53625,56650,60285,73019,78134
2082,11699,15023,26898,26131,42904,47427,53678
2083,19732,23129,24292,32155,30129,34806,35238
2084,41226,42168,46756,51440,58805,67751,81809
2085,53360,52631,52374,58264,67288,129539,148284
2086,72268,75856,92210,98345,105468,113502,126246
2087,23255,22419,22832,23614,24550,27068,27760
2088,44323,43677,45389,49081,58865,60822,81723
2089,73082,73952,75749,72068,74047,81847,91001
2090,65479,73334,77792,77656,85255,84959,116900
2091,71748,71560,71602,71180,72662,79812,81905
2092,91463,95366,103485,117543,121370,141109,170304
2093,82313,85547,85813,98243,95478,108254,114701
2094,104005,101750,106589,100332,99436,102120,119010
2095,112658,110163,120180,120756,129989,145095,173602
2096,48219,48338,48639,43330,43162,45105,50006
2097,58222,57932,56867,54315,54372,56213,64038
2098,50337,52064,53895,53802,56039,62742,76529
2099,49323,47878,47525,46202,45503,49183,58388
2100,79408,77120,84602,86613,96021,105079,117164
2101,47964,47595,45868,43001,48568,47536,68187
2102,98009,100356,99277,101568,121083,121888,139115
2103,124728,123765,119998,115281,124625,137104,161120
2104,46413,45700,43813,43644,42874,43208,47276
2105,89688,88000,96870,97606,100658,107819,126172
2106,26287,23628,21194,21162,20673,20669,21795
2107,83433,79212,78562,79265,84317,89589,101491
2108,45758,44371,42652,42223,45783,48711,52779
2109,77185,76145,75044,76532,81134,89231,104170
2110,87049,94921,99913,98053,106333,122520,128862
2111,114806,123764,140043,153204,163305,195940,243850
2112,40548,42439,42981,41775,41682,44418,48704
2113,35665,37568,41143,45651,44657,48022,52450
2114,21247,20900,22355,21826,22437,23328,26274
2115,30490,33230,31706,34279,40257,42629,45201
2116,72963,80240,83759,83503,85318,96683,103236
2117,28179,26336,26471,24602,24368,24297,28431
2118,58690,55691,58540,57491,57114,60237,67492
2119,32127,32842,35268,35615,38507,43715,49765
2120,78771,81149,86377,89133,96049,108660,120483
2121,43226,45425,44836,42579,43142,48130,53542
2122,19427,19380,21123,21056,24469,26517,30172
2123,69431,73096,80288,78548,85853,92477,111314
2124,55169,57319,61545,63338,69191,74604,91818
2125,61855,63876,74115,72857,81424,93524,118699
2126,75464,78787,85505,99045,109621,119411,133943
2127,45155,44241,45021,45281,48286,53809,68117
2128,37048,37850,39608,39995,41460,43958,50930
2129,57523,57529,61396,62050,73188,84144,91204
2130,42138,43556,45967,47619,49237,52073,63137
2131,39817,39548,44365,44371,43057,44194,49715
2132,32720,33927,35946,36633,38203,39617,46571
2133,91642,99514,114188,125095,136767,161528,181405
2134,39139,37035,36399,35382,38710,43576,49946
2135,108554,110377,123709,126834,139602,152180,187132
2136,51385,50273,47921,45695,47351,50241,55761
2137,74574,75682,84020,89332,94196,102058,119879
2138,39214,41751,41681,43125,46690,54046,60091
2139,51537,51983,56082,61155,78124,74978,86277
2140,35107,46686,53866,55602,55994,51575,54951
2141,51473,53571,54894,55477,58388,62683,75313
2142,29315,28145,30432,29815,31185,36615,42161
2143,31162,30816,31598,31100,32657,36621,40950
2144,28874,27674,30077,28525,29242,34894,37900
2145,33042,33146,32624,34608,38798,42056,50130
2146,49053,47416,52108,52621,54770,59004,65389
2147,36609,37259,36255,37073,39380,38390,43291
2148,29149,27764,28777,27021,26292,28455,28942
2149,26311,25985,25942,24191,24961,27339,28147
2150,27845,25544,26131,25492,27385,28781,32703
2151,30103,30730,34304,34407,32889,38013,44895
2152,57403,62667,71214,77098,87528,97644,106416
2153,24720,23248,22880,24440,28028,28378,30364
2154,26076,25572,26437,26379,30710,31990,37605
2155,13572,13892,14108,14766,19877,22844,26161
2156,57449,56225,56323,58872,59425,62774,63607
2157,52960,56366,56192,58815,65573,69115,78764
2158,57419,56720,58608,59679,58191,65593,71174
2159,25556,25568,26868,27109,28626,32061,36611
2160,27268,29587,31805,33001,33598,33960,38709
2161,63469,63090,69330,67967,71913,81247,92841
2162,72808,75060,82289,86403,94247,110709,121636
2163,96519,93901,102408,106537,127366,127949,139716
2164,66437,77248,75175,82746,104470,111819,109291
2165,118846,114778,126516,135183,143129,151209,186740
2166,50511,49468,46669,41872,42582,45449,45554
2167,47566,46224,44824,47906,48286,48065,58051
2168,96554,98615,101909,101197,101348,115674,129547
2169,44775,45020,46627,42904,44605,45674,50849
2170,32187,30470,35638,36252,35109,43194,47843
2171,71359,69411,67752,66650,69956,79814,81785
2172,49184,46932,45199,47140,47168,47017,48466
2173,33233,31460,33067,33741,38121,43526,45858
2174,84222,84934,89001,87365,89660,93949,106500
2175,29168,28635,27384,25911,25855,25796,24284
2176,119294,118905,131110,112922,143534,142110,170337
2177,73059,88556,82057,82252,94748,105624,128058
2178,41929,40776,43527,42992,44479,52845,60405
2179,50250,46988,40556,40702,47407,50897,58238
2180,41456,43163,43344,41507,42120,46388,47390
2181,40212,40480,38891,37527,36036,41109,43425
2182,39137,37657,37447,37059,37912,40237,45096
2183,45292,43391,43197,37142,37865,38922,43683
2184,53975,53539,56896,58194,61965,68792,96579
2185,48803,50944,45562,42323,43815,43340,48868
2186,48300,44834,43494,41290,46887,50158,62193
2187,52129,51226,57975,54923,66523,62577,68814
2188,52772,50925,49703,47738,50448,54765,58948
2189,73439,74684,78514,79380,87062,91259,105724
2190,31750,30508,32243,32137,37937,41535,55046
2191,73945,73293,78336,75402,81027,87405,97598
2192,48532,47830,55775,56047,56930,59962,66107
2193,58457,54027,53885,53941,59082,58163,63999
2194,49677,48662,56749,54387,57128,61975,67473
2195,26627,25118,26415,25605,28624,29868,32588
2196,48466,46184,58007,51570,58318,64235,70566
2197,68767,67074,66426,70235,72668,83951,91218
2198,51260,49735,50279,50981,56744,89162,97644
2199,86306,104277,122400,113208,126485,143220,154110
2200,85494,82539,88145,85330,87065,94172,99535
2201,77425,72926,75801,70447,73633,82737,84405
2202,160285,185076,236287,250782,288059,316865,363312
2203,87960,80618,82216,79381,79124,81801,91517
2204,34691,32868,35509,35761,38872,42150,46478
2205,53445,50362,50971,51816,55695,61789,71251
2206,69853,68426,66887,67015,69056,66846,69032
2207,69711,64688,63593,62225,61034,69160,80270
2208,62561,65818,75579,77705,84782,91104,98691
2209,76479,85484,92546,102371,117402,141824,167542
2210,45932,46941,48832,51027,52673,59137,64512
2211,49777,44664,44870,45638,48054,51444,59461
2212,67247,64523,67311,71049,74283,82415,92052
2213,64669,67666,71691,75947,83161,85785,97376
2214,33648,33212,34462,34379,37681,39958,49258
2215,36853,36873,37375,37808,37566,40088,45939
2216,18935,18263,19261,19798,20826,21358,23224
2217,36284,37272,37940,36780,39419,41123,45150
2218,32794,32972,33659,34433,34084,36551,44235
2219,63439,60992,60584,61127,65732,70026,74311
2220,28289,29467,28987,31678,33659,37008,42416
2221,63297,65143,58124,54045,56524,66552,69498
2222,30840,28619,29264,27175,28532,32136,36635
2223,42255,40311,43965,42691,45412,48905,55170
2224,101557,98210,97000,95753,99126,100453,110127
2225,23012,24389,26609,27005,27841,28574,27749
2226,35392,35710,37173,36820,36843,39265,43843
2227,26492,25435,25840,24663,26355,31425,33355
2228,23145,23885,23976,25281,28352,35804,43214
2229,17449,16996,17942,17230,17839,19153,20036
2230,30156,29335,29102,28032,30091,32041,36428
2231,39058,38269,38113,35488,38220,41067,43268
2232,27346,27969,29285,28240,30477,33556,37171
2233,29204,26845,25640,25246,25207,26648,30422
2234,36168,36141,37161,37902,41007,58579,62698
2235,40504,38933,43274,43339,44207,50186,56970
2236,42656,42914,44382,44942,47913,48693,56486
2237,25762,26897,28847,30859,32760,33171,37798
2238,41340,40416,40856,42195,47154,53490,58972
2239,20015,19588,19280,19444,22053,24518,25955
2240,34223,31725,32567,31770,32014,35349,37757
2241,21540,21423,20892,22024,23659,26639,27270
2242,32363,32033,34416,30386,31305,34554,39013
2243,32105,31657,32577,33657,34335,38858,40151
2244,42060,41085,42969,41886,44227,44295,48437
2245,40592,38099,37925,36819,40482,43677,49951
2246,23539,24012,27528,27342,29879,35298,36711
2247,46770,47096,49915,50791,51870,58039,70274
2248,62387,65319,67590,72708,76288,81882,87321
2249,67367,68055,68299,69269,69950,74002,85933
2250,45560,44973,49860,50298,52886,60388,66634
2251,45198,43533,48901,47081,50987,52014,58831
2252,86166,83474,83371,78845,83139,86408,100643
2253,69800,71851,77410,76687,83706,94891,110359
2254,74298,74550,72317,73566,87816,94635,107760
2255,52590,55960,53496,57331,63248,74423,83852
2256,62136,59659,62837,214579,222144,247777,279970
2257,66392,65025,63115,64511,67764,72720,80600
2258,38076,39777,40347,40840,43319,46440,53600
2259,35653,34309,35858,38382,38663,43429,48291
2260,66401,68597,76565,77564,79577,88301,103570
2261,56496,59799,61720,61558,63849,69766,74338
2262,42081,43298,44350,46644,49303,54155,60433
2263,42159,42671,47432,46400,52796,56393,64018
2264,45945,45937,52093,54422,62952,72071,77319
2265,34121,33262,31395,29970,32008,34408,37572
2266,35908,34100,35373,34268,35014,37609,40429
2267,24436,25726,28127,27418,30198,34160,38678
2268,37168,34623,37598,35471,37700,38280,43356
2269,45667,41850,44803,46375,48717,54801,65561
2270,33381,32399,29154,27822,31921,32892,38990
2271,42078,44032,51647,55024,62034,67024,77106
2272,63528,68956,64833,63121,64935,71256,80292
2273,35707,36965,38229,38415,38024,42564,47618
2274,64845,64571,65341,70983,72449,80735,93617
2275,43105,40886,40559,42089,46551,48886,51632
2276,35434,35587,39447,39452,46725,48897,57510
2277,21350,21280,21306,21077,23411,23503,28181
2278,33636,33545,39049,39849,42791,44655,51017
2279,25244,22748,26805,27277,27866,31534,33854
2280,14973,15063,16677,16683,17096,17182,18179
2281,41469,40379,37256,34492,35604,40497,44087
2282,23077,23200,24756,23784,28192,29958,32924
2283,72686,73600,72457,78334,92824,104132,119374
2284,28254,26362,29676,27161,29200,29837,28691
2285,26091,24840,25424,25417,25948,27405,30753
2286,31416,36820,42245,46244,53286,67887,80872
2287,62302,60753,64887,66217,68029,74722,87662
2288,33537,33327,34853,35390,38970,38341,45090
2289,27929,28379,29739,28680,30476,33254,35773
2290,52848,53213,56191,55728,56769,60047,75146
2291,30006,28984,31714,34292,38471,44277,73708
2292,22587,21540,21781,19042,17254,18142,18588
2293,27618,27836,28738,31800,39909,44725,54507
2294,27728,27599,28391,32144,51234,55217,59144
2295,29522,27814,29683,30478,37805,38935,46597
2296,22869,24146,26376,27809,27360,33334,37023
2297,33288,34440,39903,41621,46733,50196,56313
2298,21586,22189,24222,24141,27311,30499,33672
2299,33851,35875,35561,34662,36808,39417,43250
2300,68668,66737,68850,73159,82951,90719,107255
2301,56706,58992,63366,63403,65731,70445,80546
2302,16054,16142,19460,19970,21605,22702,27672
2303,39860,40331,46203,51073,58104,59350,68776
2304,41563,53332,66536,86685,79295,97524,120164
2305,19943,20926,32987,32967,35251,48103,55408
2306,25465,24582,28677,29215,29311,34384,39803
2307,44771,28216,26805,31303,31723,36341,40590
2308,31640,29587,32632,34033,36609,43911,53440
2309,14472,15521,17511,21490,23135,25629,29515
2310,81942,88413,92097,94236,111956,116831,135559
2311,42768,46205,50213,52009,56798,62819,69225
2312,28370,27466,30338,29856,33760,38068,38772
2313,32890,37055,38794,36806,37684,42131,46504
2314,27588,28276,28451,28700,31859,38210,44588
2315,43487,41897,42748,44183,47207,52320,59609
2316,26140,25120,28641,31899,34640,38856,44892
2317,44913,45922,46548,43751,47986,47382,53936
2318,21005,19780,20537,19726,20910,23064,29057
2319,20371,19713,20214,21138,22602,23789,24688
2320,32807,33569,32418,34020,41730,48770,51231
2321,36845,37439,41361,42205,48776,55887,70709
2322,75319,72036,77931,80198,97051,101041,130113
2323,19806,24189,29354,31695,34538,38631,42951
2324,32111,30499,31676,32932,34470,36700,39766
2325,29796,34241,33281,33245,35534,36353,37496
2326,20983,21352,22844,23786,23063,26261,29059
2327,23009,23260,24894,23290,24859,26320,29042
2328,17170,17103,16502,16671,20864,26829,23653
2329,24308,24312,26098,27122,31196,32157,34633
2330,56810,58323,62803,69108,74199,79320,89895
2331,57928,60527,69295,71107,79293,85695,105939
2332,53690,51585,57712,59577,65691,71213,79704
2333,34716,35011,38749,44054,49632,55222,60739
2334,12397,13022,15016,14502,15426,16635,18826
2335,32882,35856,39323,40072,40754,43873,51593
2336,30197,30104,32816,34130,35246,37454,44172
2337,34159,31667,32083,34033,39459,44005,48282
2338,24823,23885,24670,23845,26866,29002,31636
2339,11659,11047,12426,12601,14246,15437,17974
2340,20384,20497,25737,30711,29117,30909,34966
2341,17375,17824,18834,21913,19863,22886,29320
2342,33921,32646,30222,43674,43799,45203,48212
2343,43023,39195,39427,42358,46858,49643,55676
2344,32162,34344,51699,57565,67771,88310,86093
2345,12454,10718,14116,14027,20354,20627,27668
2346,19318,19917,28523,34407,33298,39681,48864
2347,16250,16305,18286,19509,26270,28471,41322
2348,18067,19616,21148,21347,23545,25410,28856
2349,22855,26060,33061,35568,38255,42303,47068
2350,26913,28817,32511,34080,35914,42312,49880
2351,30295,31997,33850,36996,41458,44172,47519
2352,15674,17346,19036,19348,21669,22059,24966
2353,32850,34348,42971,46464,56612,66649,78619
2354,7772,7379,8569,9969,12243,13251,14663
2355,16693,15203,17487,16620,19034,21568,26221
2356,35325,37024,36488,35025,37266,38031,41944
2357,29147,31581,32968,37983,43886,51788,53642
2358,43479,48563,65444,60879,68713,72795,90943
2359,13524,11336,11748,13222,13805,13475,14265
2360,7138,6901,7876,8081,8285,9608,12509
2361,20449,22794,23535,25413,27601,29476,31927
2362,26888,28279,32886,34918,37597,41264,47104
2363,21536,22049,22719,20595,21798,24130,26994
2364,34539,38214,48822,50109,58694,83425,90447
2365,14861,13978,16036,16907,20344,25061,43594
2366,15609,15065,15758,14960,17181,17882,19040
2367,46642,44385,51007,52166,59381,60138,64781
2368,21925,23337,29843,30626,38999,44458,61213
2369,22071,25586,30513,35870,37323,45948,54236
2370,24937,22766,24296,27268,32550,34658,40009
2371,57819,52560,52345,49985,52569,50869,55500
2372,209394,242958,279653,258580,254962,258402,289198
